Al_sulfate_mol,Fe_sulfate_mol,Cu_sulfate_mol,Co_sulfate_mol,Ni_sulfate_mol,Mn_sulfate_mol,chem,temp_x,NaOH_stock,NaOH_mole,BattLeachate_volume,SampleID,index,sim,state,soln,dist_x,time,step,pH,pe,reaction,temp_y,Alk,mu,mass_H2O,charge,pct_err,Al,Fe,Cu,Co,Ni,Mn,Na,S,la_H+,la_OH-,la_SO4-2,la_Na+,la_Al+3,la_Fe+3,la_Cu+2,la_Co+2,la_Ni+2,la_Mn+2,FeAl2O4(s),d_FeAl2O4(s),Gibbsite,d_Gibbsite,Fe(OH)3(s),d_Fe(OH)3(s),Cu(OH)2(s),d_Cu(OH)2(s),Co(OH)2(s),d_Co(OH)2(s),Ni(OH)2(s),d_Ni(OH)2(s),Mn(OH)2(s),d_Mn(OH)2(s),si_FeAl2O4(s),si_Gibbsite,si_Fe(OH)3(s),si_Cu(OH)2(s),si_Co(OH)2(s),si_Ni(OH)2(s),si_Mn(OH)2(s),Solution_ID,a_Al3+,m_Al+3,a_Fe2+,m_Fe+2,a_Fe3+,m_Fe+3,a_Cu+,m_Cu+,a_Cu2+,m_Cu+2,a_Ni2+,m_Ni+2,a_Co2+,m_Co+2,a_Co3+,m_Co+3,a_Mn2+,m_Mn+2,a_Mn3+,m_Mn+3,a_Li+,m_Li+,a_Na+,m_Na+,m_AlOH2+,m_Al(OH)2+,m_AlSO4+,m_AlO2-,m_Al(SO4)2-,m_AlSO4+.1,m_FeOH+,m_Fe(OH)2,m_Fe(OH)3-,m_Fe(OH)4-,m_FeSO4+,m_FeSO4,m_CuOH+,m_CuSO4,m_CoOH+,m_CoSO4,m_Co(OH)4-2,m_NiOH+,m_Ni(OH)2,m_NiSO4,m_Ni(OH)3-,m_MnOH+,m_Mn(OH)2,m_Mn(OH)3-,m_Mn(OH)4-2,m_Al2(OH)2+4,m_Al3(OH)4+5,m_Al13O4(OH)24+7,m_Fe2(OH)2+4,m_Fe3(OH)4+5,m_Ni4(OH)4+4,m_Mn2(OH)3+,m_MnO4-,m_MnO4-2,m_H2,m_O2,m_SO4-2,m_HSO4-,m_S2O3-2,m_S2O4-2,m_S2O6-2,m_NaSO4-,m_MnSO4,m_NiSO4.1,m_CoSO4.1,m_CuSO4.1,m_H2O,m_H+,m_OH-,Description
0.07361,0.07768,0.01179,0.4806,1.204,0.6923,NMC532,25,1,0.03075,1,2757,11027,8271,react,2757,-99,0,1,3.78226,5.78345,0.030748,25.0,-0.00130628,3.38712,1.213,-1.24742e-11,-3.0611e-10,0.11249,0.064037,0.0097179,0.39619,0.99276,0.57071,0.025349,2.2155,-3.7823,-10.233,-1.3719,-2.0055,-3.5598,-9.9392,-3.2828,-1.6678,-1.6552,-1.5813,0.0,0.0,0.010776,0.010776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7968,0.0,-1.4194,-4.0896,-7.2446,-7.422,-9.3481,2757.0,0.00027554,0.048597,0.0021249,0.021171,1.1503e-10,2.0287e-08,5.804e-07,1.0312e-06,0.00052141,0.005195,0.02212,0.22039,0.021488,0.21409,1e-99,1e-99,0.026223,0.26127,4.921999999999999e-22,8.6807e-20,1e-99,1e-99,0.0098753,0.025349,1e-99,4.3954e-07,0.032954,1e-99,1e-99,0.032954,1e-99,1.0485e-16,1.0883e-25,5.9816e-17,8.6798e-08,0.018008,1e-99,0.0045216,1e-99,0.1821,9.484300000000001e-33,1e-99,7.5509e-13,0.1489,1e-99,1e-99,5.648e-17,1.4727e-25,1.5258000000000001e-34,1e-99,1e-99,1e-99,6.7364e-12,1.5447e-15,8.3026e-16,3.0675e-17,0.0,0.0,6.1457e-23,0.0,0.42615,1e-99,0.0,0.0,1e-99,1e-99,0.11138,0.1489,0.1821,0.0045216,55.509,0.00029332,1.0356e-10,NaOH_mixed_solution_EQ
0.06232,0.02261,0.3237,0.03014,0.2406,0.02926,NMC811,25,1,0.1023,1,2758,11031,8274,react,2758,-99,0,1,3.75503,6.82563,0.10234,25.0,-0.00113534,1.41626,1.03316,4.78739e-10,3.18942e-08,0.087243,0.021889,0.31327,0.029176,0.23289,0.028325,0.099058,0.80651,-3.755,-10.251,-1.4309,-1.2769,-3.5058,-9.2831,-1.6807,-2.7064,-2.1479,-2.7969,0.0,0.0,0.034501,0.034501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2558,-0.0,-0.8173,-2.5235,-8.3192,-7.9507,-10.5997,2758.0,0.00031203,0.028549,0.0008736,0.0065019,5.2112e-10,4.7679e-08,2.1071e-06,3.4804e-06,0.02086,0.15526,0.0071142,0.052949,0.001966,0.014632,1e-99,1e-99,0.0015964,0.011881,3.3018e-22,3.021e-20,1e-99,1e-99,0.052858,0.099058,1e-99,4.2592e-07,0.030285,1e-99,1e-99,0.030285,1e-99,3.9675e-17,3.6733e-26,2.1344e-16,3.1913e-07,0.0064627,1e-99,0.15791,1e-99,0.014544,5.4918e-34,1e-99,2.2353e-13,0.041805,1e-99,1e-99,3.1647e-18,7.3599e-27,5.8785999999999996e-36,1e-99,1e-99,1e-99,3.9628e-11,1.9658e-14,2.3434e-18,9.3327e-20,0.0,0.0,5.737e-25,0.0,0.28361,1e-99,0.0,0.0,1e-99,1e-99,0.0059188,0.041805,0.014544,0.15791,55.509,0.00029034,9.1743e-11,NaOH_mixed_solution_EQ
0.04262,0.0222,0.3196,0.6697,1.018,0.4967,NMC523,25,1,0.5802,1,2759,11035,8277,react,2759,-99,0,1,5.27071,3.38935,0.58024,25.0,-0.00555152,3.55043,1.20619,2.03428e-11,4.44736e-10,4.287e-06,0.015054,0.13607,0.55523,0.84362,0.41175,0.48105,2.2,-5.2707,-8.7462,-1.3461,-0.74389,-8.0215,-12.982,-2.1677,-1.5366,-1.8178,-1.74,0.0,0.0,0.085241,0.085241,0.0040405,0.0040405,0.1555,0.1555,0.0,0.0,0.0,0.0,0.0,0.0,-4.4657,0.0,0.0,0.0,-4.1389,-4.6101,-6.5324,2759.0,9.5164e-09,1.7333e-06,0.00047766,0.0048277,1.0434e-13,1.9005e-11,0.0018748,0.0033429,0.0067969,0.068697,0.015211,0.15374,0.029068,0.29379,1e-99,1e-99,0.018195,0.1839,1.3782000000000001e-24,2.5102e-22,1e-99,1e-99,0.18035,0.48105,1e-99,1.4365e-08,1.2121e-06,1e-99,1e-99,1.2121e-06,1e-99,2.2223e-14,7.1089999999999995e-22,4.8417e-14,8.3859e-11,0.0042958,1e-99,0.062551,1e-99,0.26142,1.1571999999999999e-26,1e-99,4.8962e-10,0.10867,1e-99,1e-99,3.6952e-14,2.9692e-21,9.5488e-29,1e-99,1e-99,1e-99,5.535e-15,1.1212e-18,1.748e-10,4.2913e-13,0.0,0.0,3.98e-21,0.0,0.52032,1e-99,0.0,0.0,1e-99,1e-99,0.082012,0.10867,0.26142,0.062551,55.509,9.5598e-06,3.0603e-09,NaOH_mixed_solution_EQ
0.1764,0.02375,0.07133,0.4145,1.324,0.4153,NMC622,25,1,0.08541,1,2760,11039,8280,react,2760,-99,0,1,3.66141,6.44141,0.085414,25.0,-0.00166176,3.74267,1.20582,-7.49889e-10,-1.69282e-08,0.26846,0.019695,0.059158,0.34371,1.0981,0.34438,0.070835,2.3039,-3.6614,-10.354,-1.37,-1.5801,-3.1977,-9.799,-2.5063,-1.7375,-1.6272,-1.8078,0.0,0.0,0.029137,0.029137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5565,-0.0,-1.6413,-3.5545,-7.5557,-7.6354,-9.8159,2760.0,0.0006343,0.11972,0.00064508,0.0066239,1.5886e-10,2.9985e-08,7.6263e-07,1.3652e-06,0.0031169,0.032005,0.023594,0.24228,0.018302,0.18793,1e-99,1e-99,0.015568,0.15986,1.3293999999999999e-21,2.5092e-19,1e-99,1e-99,0.026296,0.070835,1e-99,5.8476e-07,0.076768,1e-99,1e-99,0.076768,1e-99,1.8257e-17,1.4461e-26,2.7385e-17,1.2131e-07,0.0054906,1e-99,0.027148,1e-99,0.15578,2.7391000000000002e-33,1e-99,4.6197e-13,0.15952,1e-99,1e-99,1.9233e-17,3.8267e-26,3.0716e-35,1e-99,1e-99,1e-99,8.3148e-12,1.6164e-15,3.9889e-16,4.7323e-18,0.0,0.0,5.1804000000000004e-24,0.0,0.4467,1e-99,0.0,0.0,1e-99,1e-99,0.066413,0.15952,0.15578,0.027148,55.509,0.00039036,7.8695e-11,NaOH_mixed_solution_EQ
0.03602,0.09894,0.06987,0.6384,1.742,0.5943,NMC622,25,1,1.415,1,2761,11043,8283,react,2761,-99,0,1,7.47466,-2.61128,1.4147,25.0,0.281103,4.97464,1.29168,2.10232e-10,3.14908e-09,3.3603e-08,0.003863,0.05409,0.32236,1.3484,0.46014,1.0952,2.5171,-7.4747,-6.5431,-1.3408,-0.46368,-14.631,-19.591,-7.1123,-1.8039,-1.8826,-1.7145,0.0,0.0,0.072039,0.072039,0.093948,0.093948,0.0,0.0,0.22199,0.22199,0.0,0.0,0.0,0.0,-0.6648,-0.0,-0.0,-0.5384,0.0,-0.2687,-2.1006,2761.0,2.3398e-15,5.3104e-13,0.00011761,0.0013108,2.5655e-20,5.8227e-18,0.021331,0.038975,7.722e-08,8.6064e-07,0.013104,0.14604,0.015708,0.17507,1e-99,1e-99,0.019299,0.21509,1.4597e-30,3.3127999999999996e-28,1e-99,1e-99,0.34381,1.0952,1e-99,9.2222e-11,3.0915e-13,1e-99,1e-99,3.0915e-13,1e-99,1.3942e-10,7.2954e-16,7.9198e-12,2.1388e-17,0.0010707,1e-99,7.1936e-07,1e-99,0.143,4.4768e-18,1e-99,1.0747e-05,0.094756,1e-99,1e-99,9.9864e-10,1.3126e-14,7.2507e-20,1e-99,1e-99,1e-99,1.2605999999999999e-23,1.9934e-29,0.092403,2.0121e-06,0.0,0.0,1.5604e-13,0.0,0.68823,1e-99,1.4715e-17,1.0158e-35,1e-99,1e-99,0.088053,0.094756,0.143,7.1936e-07,55.509,6.1251e-08,4.7305e-07,NaOH_mixed_solution_EQ
0.0968,0.05444,0.207,0.2286,0.5631,0.3875,NMC532,25,1,0.2516,1,2762,11047,8286,react,2762,-99,0,1,3.78773,6.47416,0.25165,25.0,-0.00133003,2.55874,1.10351,3.50858e-11,1.20068e-09,0.098993,0.049335,0.18755,0.20715,0.5103,0.35115,0.22804,1.5687,-3.7877,-10.224,-1.3512,-0.99408,-3.5868,-9.3638,-1.9874,-1.9391,-1.968,-1.7868,0.0,0.0,0.084365,0.084365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9082,0.0,-0.817,-2.7762,-7.4979,-7.7168,-9.5356,2762.0,0.00025894,0.037424,0.0016295,0.01486,4.3273e-10,6.2541e-08,2.336e-06,4.0594e-06,0.010295,0.093887,0.010765,0.09817,0.011504,0.10492,1e-99,1e-99,0.016337,0.14899,1.5042999999999999e-21,2.1741000000000002e-19,1e-99,1e-99,0.10137,0.22804,1e-99,4.2111e-07,0.031765,1e-99,1e-99,0.031765,1e-99,8.3801e-17,8.6865e-26,2.3911e-16,3.3493e-07,0.014481,1e-99,0.093623,1e-99,0.10224,5.0493e-33,1e-99,3.83e-13,0.07599,1e-99,1e-99,3.6675e-17,9.5492e-26,9.452600000000001e-35,1e-99,1e-99,1e-99,6.9749e-11,5.1392e-14,3.5508e-17,1.2392e-17,0.0,0.0,2.4902e-24,0.0,0.43261,1e-99,0.0,0.0,1e-99,1e-99,0.072766,0.07599,0.10224,0.093623,55.509,0.00028331,1.015e-10,NaOH_mixed_solution_EQ
0.1974,0.01042,0.09491,0.6211,1.87,0.5885,NMC622,25,1,0.0254,1,2763,11051,8289,react,2763,-99,0,1,3.66413,6.66658,0.025403,25.0,-0.00172272,4.65785,1.29232,-7.06331e-11,-1.20412e-09,0.29834,0.008062,0.073442,0.48063,1.447,0.45534,0.019657,2.9226,-3.6641,-10.355,-1.3516,-2.1945,-3.194,-9.9833,-2.4357,-1.6153,-1.542,-1.7091,0.0,0.0,0.0092081,0.0092081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.9526,-0.0,-1.8293,-3.4864,-7.436,-7.5527,-9.7198,2763.0,0.0006398,0.13932,0.00025128,0.0027495,1.0393e-10,2.2631e-08,5.3416e-07,9.7151e-07,0.0036665,0.040118,0.028708,0.31412,0.024248,0.26531,1e-99,1e-99,0.019537,0.21377,2.8017999999999998e-21,6.100900000000001e-19,1e-99,1e-99,0.0063903,0.019657,1e-99,5.9583e-07,0.082079,1e-99,1e-99,0.082079,1e-99,7.0708e-18,5.6740000000000006e-27,1.7994e-17,8.4125e-08,0.0022314,1e-99,0.033317,1e-99,0.21532,3.8226000000000003e-33,1e-99,5.5887e-13,0.2025,1e-99,1e-99,2.3997e-17,4.8372e-26,4.0603000000000003e-35,1e-99,1e-99,1e-99,4.562e-12,6.6551e-16,1.1143e-15,7.5067e-18,0.0,0.0,1.8138000000000002e-24,0.0,0.48962,1e-99,0.0,0.0,1e-99,1e-99,0.08695,0.2025,0.21532,0.033317,55.509,0.00039414,8.0101e-11,NaOH_mixed_solution_EQ
0.1895,0.03837,0.05663,0.4762,1.476,0.5067,NMC622,25,1,0.9064,1,2764,11055,8292,react,2764,-99,0,1,3.87646,6.27478,0.90635,25.0,-0.00104443,4.17142,1.23356,-1.32317e-10,-2.37782e-09,0.061935,0.031102,0.045911,0.38603,1.1968,0.41075,0.73474,2.5313,-3.8765,-10.142,-1.3998,-0.61272,-3.8353,-9.7525,-2.6108,-1.6817,-1.6437,-1.7222,0.0,0.0,0.30254,0.30254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9083,0.0,-0.9572,-3.2339,-7.0748,-7.2268,-9.3054,2764.0,0.00014612,0.029634,0.0010536,0.01117,1.7679e-10,3.5855e-08,8.7996e-07,1.5878e-06,0.0024504,0.025979,0.022716,0.24083,0.020812,0.22064,1e-99,1e-99,0.018957,0.20098,1.1029999999999998e-21,2.2369000000000003e-19,1e-99,1e-99,0.24394,0.73474,1e-99,3.6134e-07,0.016643,1e-99,1e-99,0.016643,1e-99,7.935e-17,1.0335000000000001e-25,2.1754e-16,1.2706e-07,0.0083728,1e-99,0.019927,1e-99,0.16539,2.2772e-32,1e-99,1.1836e-12,0.14339,1e-99,1e-99,6.2323e-17,2.0390000000000002e-25,2.7345000000000002e-34,1e-99,1e-99,1e-99,3.1137e-11,1.9262e-14,2.7577e-15,3.0704e-17,0.0,0.0,4.1449000000000005e-24,0.0,0.51729,1e-99,0.0,0.0,1e-99,1e-99,0.075504,0.14339,0.16539,0.019927,55.509,0.00023982,1.2173e-10,NaOH_mixed_solution_EQ
0.0504,0.05568,0.1714,0.2295,1.92,0.2468,NMC811,25,1,0.3475,1,2765,11059,8295,react,2765,-99,0,1,5.24997,2.98088,0.34749,25.0,-0.0174507,3.43904,1.24795,5.88352e-12,1.316e-10,4.0633e-06,0.035253,0.1339,0.18391,1.5386,0.19776,0.27845,2.2233,-5.25,-8.7657,-1.4956,-0.99151,-7.963,-12.923,-2.1287,-1.9498,-1.3519,-1.98,0.0,0.0,0.10078,0.10078,0.011684,0.011684,0.0042474,0.0042474,0.0,0.0,0.0,0.0,0.0,0.0,-4.0427,0.0,0.0,0.0,-4.5911,-4.1833,-6.8113,2765.0,1.0888e-08,1.9405e-06,0.0013999,0.014012,1.1939e-13,2.1277e-11,0.0052533,0.0093441,0.0074355,0.074427,0.044469,0.44512,0.011225,0.11236,1e-99,1e-99,0.010472,0.10482,3.0966000000000002e-25,5.5187e-23,1e-99,1e-99,0.10197,0.27845,1e-99,1.4989e-08,9.8061e-07,1e-99,1e-99,9.8061e-07,1e-99,5.9536e-14,1.8165e-21,4.618e-14,6.7841e-11,0.008923,1e-99,0.048499,1e-99,0.071551,3.6981e-27,1e-99,1.3084e-09,0.22515,1e-99,1e-99,1.944e-14,1.4898999999999999e-21,4.548e-29,1e-99,1e-99,1e-99,6.3724e-15,1.321e-18,1.0263e-08,1.2393e-13,0.0,0.0,2.8728e-20,0.0,0.34535,1e-99,2.0448999999999997e-40,0.0,1e-99,1e-99,0.033453,0.22515,0.071551,0.048499,55.509,1.0003e-05,2.9738e-09,NaOH_mixed_solution_EQ
0.1726,0.09296,0.1164,0.9154,0.9491,0.9177,NMC111,25,1,0.04791,1,2766,11063,8298,react,2766,-99,0,1,3.704,6.14578,0.04791,25.0,-0.00212763,4.29969,1.24622,-1.05813e-09,-1.99807e-08,0.26355,0.07459,0.093442,0.73451,0.76156,0.73641,0.038444,2.8161,-3.704,-10.316,-1.223,-1.8591,-3.3107,-9.6239,-2.3896,-1.4888,-1.9857,-1.5694,0.0,0.0,0.016848,0.016848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9908,0.0,-1.3532,-3.3624,-7.2316,-7.9185,-9.5022,2766.0,0.00048898,0.10114,0.0019069,0.020394,2.3774e-10,4.9176e-08,1.9708e-06,3.564e-06,0.0040778,0.043612,0.010336,0.11054,0.032451,0.34706,1e-99,1e-99,0.026955,0.28829,1.1652999999999998e-21,2.4103e-19,1e-99,1e-99,0.013832,0.038444,1e-99,5.4166e-07,0.08386,1e-99,1e-99,0.08386,1e-99,6.419e-17,5.6019e-26,5.8571e-17,2.5726e-07,0.022766,1e-99,0.049819,1e-99,0.38744,7.156300000000001e-33,1e-99,2.407e-13,0.09802,1e-99,1e-99,3.9609e-17,8.6827e-26,7.8363e-35,1e-99,1e-99,1e-99,2.6065e-11,9.8845e-15,2.4455e-17,1.8591e-17,0.0,0.0,1.6613e-23,0.0,0.64679,1e-99,0.0,0.0,1e-99,1e-99,0.16129,0.09802,0.38744,0.049819,55.509,0.00035751,8.6962e-11,NaOH_mixed_solution_EQ
0.04147,0.05966,0.229,0.1318,0.3338,0.2164,NMC532,25,1,0.1191,1,2767,11067,8301,react,2767,-99,0,1,3.88134,6.5028,0.11913,25.0,-0.000935246,1.67919,1.06411,1.09146e-09,5.93557e-08,0.040315,0.056063,0.21523,0.12388,0.31372,0.20334,0.11195,1.0291,-3.8813,-10.127,-1.4103,-1.2437,-3.8792,-9.2197,-1.8671,-2.1019,-2.0581,-1.9638,0.0,0.0,0.040034,0.040034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6133,-0.0,-0.3805,-2.461,-7.4658,-7.6119,-9.5177,2767.0,0.00013205,0.013847,0.0021256,0.016808,6.0294e-10,6.3224e-08,2.8844e-06,4.8369e-06,0.013578,0.10737,0.0087477,0.069174,0.0079081,0.062535,1e-99,1e-99,0.010868,0.085942,1.0689e-21,1.1209e-19,1e-99,1e-99,0.057061,0.11195,1e-99,3.2466e-07,0.013645,1e-99,1e-99,0.013645,1e-99,1.7126e-16,2.1441e-25,7.8908e-16,3.931e-07,0.016489,1e-99,0.10779,1e-99,0.061346,7.3866e-33,1e-99,4.876e-13,0.053903,1e-99,1e-99,3.8223e-17,1.202e-25,1.3383e-34,1e-99,1e-99,1e-99,1.1993e-10,1.3995e-13,2.1484e-17,1.0377e-17,0.0,0.0,1.4181000000000001e-24,0.0,0.3171,1e-99,0.0,0.0,1e-99,1e-99,0.042254,0.053903,0.061346,0.10779,55.509,0.00022038,1.2391e-10,NaOH_mixed_solution_EQ
0.03178,0.06312,0.2996,0.09205,0.2324,0.1489,NMC532,25,1,1.039,1,2768,11071,8304,react,2768,-99,0,1,7.91345,-2.88246,1.0388,25.0,-0.0658624,2.00024,1.04737,2.70444e-11,1.03786e-09,8.7286e-08,0.00030932,0.059711,0.035897,0.21193,0.14219,0.9918,0.88934,-7.9135,-6.0973,-1.3312,-0.32452,-15.968,-20.928,-7.4655,-2.6955,-2.5055,-2.177,0.0,0.0,0.06355,0.06355,0.062796,0.062796,0.2371,0.2371,0.054449,0.054449,0.010432,0.010432,0.0,0.0,-0.8674,-0.0,0.0,0.0,0.0,0.0,-1.6716,2768.0,1.0759e-16,1.2929e-14,1.0098e-05,8.4838e-05,1.1796999999999998e-21,1.4177000000000002e-19,0.01766,0.030065,3.4239e-08,2.8766e-07,0.0031226,0.026234,0.0020162,0.016938,1e-99,1e-99,0.0066521,0.055886,2.6946e-31,3.2381e-29,1e-99,1e-99,0.47367,0.9918,1e-99,3.0786e-11,1.3542e-14,1e-99,1e-99,1.3542e-14,1e-99,9.3265e-11,1.2692e-15,2.0598e-11,9.3686e-19,9.3982e-05,1e-99,3.2608e-07,1e-99,0.018764,2.6292e-17,1e-99,1.9953e-05,0.023085,1e-99,1e-99,2.6818e-09,9.1677e-14,1.1436e-18,1e-99,1e-99,1e-99,6.7057e-26,2.0114e-32,0.0058404,4.8441e-06,0.0,0.0,7.2112e-14,0.0,0.51543,1e-99,6.4661e-20,9.8159e-38,1e-99,1e-99,0.031028,0.023085,0.018764,3.2608e-07,55.509,2.0779e-08,1.2421e-06,NaOH_mixed_solution_EQ
0.1291,0.06135,0.1867,0.2886,2.244,0.2731,NMC811,25,1,0.07318,1,2769,11075,8307,react,2769,-99,0,1,3.71355,6.48376,0.073179,25.0,-0.00127487,4.19817,1.2916,-8.51982e-10,-1.59541e-08,0.18061,0.0475,0.14455,0.22348,1.7376,0.21143,0.056658,2.6644,-3.7136,-10.304,-1.4461,-1.7198,-3.3478,-9.3309,-2.0937,-1.9003,-1.3481,-1.988,0.0,0.0,0.024936,0.024936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0223,0.0,-1.0231,-3.0418,-7.6185,-7.2562,-9.8961,2769.0,0.00044897,0.091436,0.0017194,0.018262,4.6681e-10,9.507e-08,1.7888e-06,3.2292e-06,0.0080597,0.085605,0.044869,0.47657,0.01258,0.13362,1e-99,1e-99,0.01028,0.10919,9.6775e-22,1.9709000000000001e-19,1e-99,1e-99,0.019065,0.056658,1e-99,5.2556e-07,0.045987,1e-99,1e-99,0.045987,1e-99,6.1268e-17,5.4917e-26,1.2865e-16,3.0169e-07,0.012282,1e-99,0.058911,1e-99,0.089859,3.0872000000000003e-33,1e-99,1.1061e-12,0.25458,1e-99,1e-99,1.599e-17,3.6002e-26,3.3258e-35,1e-99,1e-99,1e-99,1.0348e-10,8.0307e-14,9.467e-15,2.9399e-18,0.0,0.0,3.3525e-24,0.0,0.38623,1e-99,0.0,0.0,1e-99,1e-99,0.036802,0.25458,0.089859,0.058911,55.509,0.00034914,8.9168e-11,NaOH_mixed_solution_EQ
0.1849,0.06192,0.3055,0.1419,0.1355,0.1426,NMC111,25,1,0.02718,1,2770,11079,8310,react,2770,-99,0,1,3.62117,6.47633,0.027179,25.0,-0.00229899,2.27385,1.04287,-3.03091e-12,-1.29295e-10,0.3452,0.059377,0.29298,0.13606,0.12994,0.13677,0.026062,1.2871,-3.6212,-10.388,-1.2495,-1.8962,-3.0951,-9.3504,-1.84,-2.1674,-2.6586,-2.2516,0.0,0.0,0.0098512,0.0098512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2355,0.0,-1.2954,-2.9566,-8.054,-8.7352,-10.3282,2770.0,0.00080337,0.10639,0.001672,0.014667,4.4623e-10,5.9096e-08,3.2633e-06,5.616e-06,0.014454,0.12679,0.002195,0.019255,0.0068015,0.059664,1e-99,1e-99,0.0056023,0.049145,5.1844e-22,6.8659e-20,1e-99,1e-99,0.012701,0.026062,1e-99,6.0826e-07,0.12336,1e-99,1e-99,0.12336,1e-99,4.0422e-17,2.8450999999999997e-26,5.3966e-17,4.3233e-07,0.01878,1e-99,0.16613,1e-99,0.076398,6.3458e-34,1e-99,3.6713e-14,0.019584,1e-99,1e-99,5.9124e-18,1.0453e-26,6.8907e-36,1e-99,1e-99,1e-99,2.985e-11,9.77e-15,1.1613e-20,4.6516e-19,0.0,0.0,5.3089e-24,0.0,0.49741,1e-99,0.0,0.0,1e-99,1e-99,0.031539,0.019584,0.076398,0.16613,55.509,0.00041173,7.0215e-11,NaOH_mixed_solution_EQ
0.1921,0.1033,0.29,0.4306,1.047,0.6211,NMC532,25,1,0.2849,1,2771,11083,8313,react,2771,-99,0,1,3.69925,6.36788,0.28488,25.0,-0.00185159,4.12196,1.19165,-1.01434e-10,-2.04472e-09,0.24219,0.086699,0.24336,0.36131,0.8787,0.5212,0.23907,2.575,-3.6993,-10.319,-1.2886,-1.0679,-3.3025,-9.2883,-1.9375,-1.7609,-1.8577,-1.6785,0.0,0.0,0.095688,0.095688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8908,0.0,-1.0257,-2.9159,-7.5092,-7.796,-9.6168,2771.0,0.00049828,0.10027,0.0024766,0.026165,5.1492e-10,1.0362e-07,3.3464e-06,6.0331e-06,0.011547,0.12199,0.013876,0.1466,0.017344,0.18324,1e-99,1e-99,0.020964,0.22149,1.5113e-21,3.0413e-19,1e-99,1e-99,0.085528,0.23907,1e-99,5.4341e-07,0.073262,1e-99,1e-99,0.073262,1e-99,8.2328e-17,7.118e-26,1.2333e-16,4.7769e-07,0.025428,1e-99,0.12131,1e-99,0.17807,3.6845e-33,1e-99,3.1912e-13,0.11316,1e-99,1e-99,3.0421e-17,6.6067e-26,5.871200000000001e-35,1e-99,1e-99,1e-99,1.1498e-10,9.0729e-14,7.3773e-17,1.1002e-17,0.0,0.0,6.1059e-24,0.0,0.58076,1e-99,0.0,0.0,1e-99,1e-99,0.10788,0.11316,0.17807,0.12131,55.509,0.00036034,8.4576e-11,NaOH_mixed_solution_EQ
0.1919,0.05247,0.4165,0.2115,0.6618,0.2047,NMC622,25,1,0.3838,1,2772,11087,8316,react,2772,-99,0,1,3.68903,6.6082,0.38384,25.0,-0.00178363,3.28456,1.10847,-4.52238e-11,-1.20201e-09,0.23025,0.047331,0.37574,0.19081,0.59702,0.18464,0.34628,1.9149,-3.689,-10.325,-1.3037,-0.85493,-3.2843,-9.2914,-1.7266,-2.0157,-1.9995,-2.108,0.0,0.0,0.1286,0.1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.163,0.0,-1.0471,-2.7171,-7.7762,-7.95,-10.0585,2772.0,0.00051968,0.08973,0.0014139,0.013955,5.1124e-10,8.8271e-08,3.1272e-06,5.5429e-06,0.018766,0.18521,0.010012,0.098816,0.0096443,0.095188,1e-99,1e-99,0.0077987,0.076972,9.7775e-22,1.6882e-19,1e-99,1e-99,0.13966,0.34628,1e-99,5.4178e-07,0.072547,1e-99,1e-99,0.072547,1e-99,4.5701e-17,3.8305e-26,1.1382e-16,4.503e-07,0.014019,1e-99,0.1904,1e-99,0.095625,1.8096e-33,1e-99,2.2389e-13,0.078853,1e-99,1e-99,1.1004e-17,2.3166999999999998e-26,1.9291e-35,1e-99,1e-99,1e-99,8.3945e-11,5.4868e-14,1.4399e-17,1.4351e-18,0.0,0.0,2.1161e-24,0.0,0.53972,1e-99,0.0,0.0,1e-99,1e-99,0.038755,0.078853,0.095625,0.1904,55.509,0.0003627,8.1186e-11,NaOH_mixed_solution_EQ
